Id,Price
15536,356277.01796875
8602,361732.10234375
12137,515999.23296875
9865,251664.63546875
16353,286251.70078125
15908,223424.30703125
3944,177611.829609375
10359,203507.354453125
15158,220018.2575
3259,272207.4239453125
7220,317438.369765625
13843,216991.9690625
16736,182275.37171875
702,258655.77765625
16401,96656.05609375
12134,178458.66875
6918,214479.0525
11792,173960.879453125
3798,113471.328125
10395,122379.30859375
11099,133612.46046875
7090,199104.91265625
11260,196021.051640625
9647,203633.6928125
2903,360702.48234375
2071,183807.14015625
8604,197988.32828125
9346,202585.986875
3945,204238.655234375
3420,144914.113828125
10842,129231.84484375
725,155625.14546875
13931,194947.876953125
16330,217224.211953125
9066,364113.7175
3326,320659.03015625
1556,269151.801171875
6579,100166.924609375
13877,144069.408515625
9857,334673.967890625
7302,268956.228125
5684,195143.50734375
6513,221411.2047265625
11342,119249.276484375
16561,236840.5190625
6885,175673.0253125
9308,184731.593671875
2559,174743.329765625
6648,181571.608046875
15260,165158.23515625
5113,189821.35015625
16492,205346.409140625
12034,286960.07890625
7248,193960.0940625
2171,195640.943671875
10594,161861.0190625
13241,188540.676875
7032,145277.4165625
4884,158100.618125
903,231670.66125
162,153820.21578125
6566,238377.789140625
8249,122836.91703125
13106,170512.34171875
256,123229.701796875
7976,161726.555625
8575,161186.69453125
7591,278376.492109375
3204,249647.878671875
15804,193250.09796875
1525,284841.667421875
9038,188635.7684375
13628,201062.63703125
10016,217082.76671875
10208,220236.5812109375
2008,202752.26015625
13029,196293.462109375
5099,124889.85859375
9923,275449.038125
9461,137558.723203125
11086,171322.494453125
15057,245033.2121875
10689,168980.53578125
2053,217553.823125
16630,169576.118203125
4985,167746.65453125
13881,225736.661875
13225,206078.16
5779,67570.3390234375
10262,190837.46015625
10762,198207.149609375
9513,199893.30921875
11128,144450.6575
2074,283771.65453125
933,195759.616015625
2780,176096.02609375
6594,112742.054765625
15394,312746.16796875
14863,150650.08609375
6698,214250.96484375
1611,244468.29828125
174,183224.446171875
5160,200491.31453125
3295,305440.344375
4559,359671.8653125
8254,171929.829296875
10228,100527.838984375
13924,138306.404375
15341,239750.825234375
4353,191588.730234375
4334,66147.4271875
1872,146133.289375
7823,181307.22390625
310,155041.0059375
3704,236500.250546875
11615,261931.225546875
6605,196803.98578125
3381,193099.878671875
2143,142115.71046875
3191,245257.616015625
13980,169797.354296875
15613,162772.874609375
10943,258195.678515625
9654,146984.32078125
16053,543721.03125
14931,215997.6396875
8299,215409.2890625
2147,160368.076171875
11567,304517.235078125
5905,135972.554609375
11160,113972.889375
8275,146058.7240625
16398,276090.584609375
11229,175207.9059375
10309,169255.5103125
7340,273432.5559375
7653,169090.094296875
272,204478.75859375
9831,222145.1890625
5016,173688.6990625
5968,71993.504453125
796,252214.01625
12123,128946.190234375
16629,191569.846875
2637,168375.075
6194,208441.897421875
6216,447776.275625
14346,174973.9946875
6428,137943.206328125
2891,233727.295
84,181055.19953125
9260,207194.09453125
15250,128779.5534375
2348,208522.795703125
10427,282926.957265625
13230,257111.418359375
1691,170799.696015625
8803,132133.573671875
5464,228482.114453125
10559,114674.80296875
16787,291444.757421875
4278,168790.0775
6183,171342.805859375
12775,159934.555
10104,170269.194609375
13663,156457.766015625
9404,267230.03265625
14724,211128.6096875
10040,178248.99484375
4646,194536.30109375
4754,155600.31
3310,218713.50734375
2003,179684.167734375
7312,215394.923359375
10921,221713.962109375
13419,301401.37390625
10105,166528.025390625
2196,390448.83546875
12659,236234.41921875
4380,226527.21015625
10847,151675.573828125
10805,294820.48859375
8709,101091.65296875
8319,175953.8034375
2215,185473.403203125
7000,187063.77859375
7701,108446.6471875
9678,188887.78046875
14026,214279.090546875
7971,170335.70421875
13734,149076.52984375
16483,194292.97734375
6150,217961.71453125
2931,279916.328515625
5418,191549.99578125
1662,540287.8684375
2441,214240.104375
669,125028.345546875
7734,178014.9565625
6010,265480.64734375
266,136682.27484375
632,147987.295625
16221,102518.9559375
11832,170855.886328125
5035,121895.25265625
37,111649.557265625
6168,188743.97421875
11757,175843.362578125
8086,116717.3959375
6529,234424.53265625
15121,179522.915
13904,143493.830390625
3711,169924.931875
16563,124739.839609375
14494,176265.32296875
3006,221389.776171875
15299,133281.659375
92,277524.574921875
8066,208757.5759375
16071,222054.75125
10662,139363.6703125
3883,223149.48296875
5511,116574.399765625
2821,247655.496953125
9570,177555.824453125
4326,230914.130859375
9251,240060.8353125
9031,199319.6446875
12689,165902.132890625
16380,278133.044375
1053,226774.278359375
4568,180646.30671875
16140,119533.964765625
14356,387123.9215625
8466,178330.56953125
15652,142029.727421875
3285,119138.7103125
3198,164788.802109375
14088,449478.095625
2268,127900.004453125
15472,192130.1459375
1203,198779.0959375
7157,325410.950625
6886,204582.4059375
5083,258558.797578125
7467,117854.709140625
14068,193411.596328125
2080,176836.8690625
10865,167943.751640625
13516,179967.914375
14150,215692.818515625
7609,105117.348046875
2144,423923.26265625
10357,200813.08734375
2396,213936.229609375
1526,498186.59109375
10890,224271.49734375
8638,366056.61046875
6050,269434.364921875
7639,108200.014453125
10544,199197.61734375
9577,212491.4621875
13195,213446.54625
3484,226168.6809375
16668,474441.86671875
7171,178976.51875
8547,219905.463046875
12735,215327.1889453125
9093,191972.98234375
15323,312385.198125
14897,148758.8128125
5135,136070.341953125
5327,184687.95625
13133,263704.9659375
1676,298801.65078125
16296,302230.15046875
1095,138367.691328125
12528,157796.478359375
7348,281984.08375
11663,166159.9625
1803,222780.90140625
1510,228633.78953125
16045,207884.6665625
2900,146241.50453125
3236,165083.760703125
1318,258944.80734375
14948,228958.34515625
7840,300438.061640625
15325,182826.784375
8700,154828.015234375
15706,201378.46109375
14449,156994.95671875
16117,174500.6678125
4529,184864.7296875
11199,193835.85375
4052,405297.50421875
821,212738.973515625
68,223990.236015625
554,110632.07515625
452,182128.69703125
11394,299387.733203125
11393,159814.070546875
9535,178887.24921875
4024,188830.284609375
10069,213512.237890625
12007,163268.894375
12368,444002.554765625
1259,369774.62640625
1124,335926.6978125
3707,190649.635234375
8767,163733.353359375
1919,162845.128125
16741,156414.968046875
6664,297001.4728125
5688,399619.80390625
7799,159707.704765625
14843,297430.92421875
7532,167708.00328125
8133,169238.396875
6264,317411.99234375
4125,163857.13625
2410,150555.238828125
13607,199256.545
1716,268221.834375
1370,131569.878203125
2273,395404.440078125
15298,331613.5146875
4284,260518.6528125
12303,142097.78046875
7808,136436.885234375
2203,149156.4253125
7237,117366.603359375
15864,150120.6134375
2844,138426.06734375
5729,170180.53984375
11812,415204.138203125
1779,140018.771171875
6442,132857.303671875
6160,216394.254375
8266,199303.13578125
9903,151877.09859375
2867,140613.530625
6998,181336.64875
13932,179909.25421875
12587,175802.29796875
3611,241840.37828125
2646,280718.03828125
1890,162320.03953125
860,247917.904765625
14187,207814.5546875
12569,275938.05078125
1276,91303.34515625
12025,213584.518515625
4890,306066.976953125
14410,309850.42578125
10352,348513.2171875
11407,187875.201953125
10384,174947.43328125
7622,324551.45890625
12578,159639.51171875
15820,176375.996796875
563,195618.70109375
15226,167274.4621875
6396,210379.88546875
6247,142259.4815625
3339,152825.858828125
10975,207333.6715625
7475,102239.82296875
11129,248040.48953125
3051,253689.749765625
10232,245568.0175390625
14106,183045.283125
5502,228487.40046875
4558,71467.3000390625
4181,143038.937421875
8426,127691.36546875
6611,149051.883359375
14641,140719.5753125
15539,270366.766875
13119,144218.66625
11716,183359.675625
7316,249630.798203125
7791,104518.849765625
13034,284227.1975
1068,252329.33265625
4060,161892.7246875
10172,217432.52671875
2591,196770.98171875
12494,329814.890625
7828,379790.608359375
15284,169862.949375
7947,175653.125078125
16335,222462.604453125
10234,328464.065234375
2797,259164.9475
5341,244506.92390625
3059,262458.421328125
1559,66962.6462109375
15320,256954.48046875
10284,383576.125234375
4134,214112.551328125
4481,233894.122734375
7222,178862.579453125
4062,220693.1140625
2192,223425.60328125
9637,177333.71609375
16236,177659.866171875
4272,165341.36390625
9406,294955.09796875
14309,219478.4309375
1946,256838.91703125
16235,228014.315546875
7146,166597.593984375
16784,236067.948203125
349,326657.5134375
6251,165031.7828125
5128,378431.401875
11718,189655.14828125
16721,90612.79953125
12517,178781.7475
15961,197103.64984375
9428,156135.75265625
14541,149879.269375
10168,109661.20265625
11270,165234.561953125
13210,211779.0415625
11518,162561.7915625
12612,188632.03
16352,112270.973046875
9935,138256.458515625
15521,293595.853671875
11482,196445.295078125
11443,160307.884140625
9459,228609.843515625
9218,172906.727578125
854,136557.738203125
5619,127855.45921875
9208,185845.797734375
4391,129361.839140625
15207,160855.35359375
7183,185738.046875
16442,220549.62921875
7936,78908.7962109375
10606,380451.9909375
4979,151509.854765625
4854,263940.0134375
16476,120803.51
10516,156179.474609375
16261,278469.27140625
90,364600.698671875
5433,182007.9528125
14338,123877.11484375
13487,198773.5659375
8211,474848.03890625
170,178453.68765625
14051,97555.55234375
10686,209181.040078125
7595,328521.201015625
6777,426945.51046875
14661,180859.15859375
13991,282260.615078125
16795,172190.4109375
2740,134071.7965625
7368,380702.306015625
2413,233564.935703125
1852,477484.44703125
15200,392933.19703125
8467,289016.007421875
16379,255418.22453125
3375,179561.78265625
5945,458840.1546875
2641,186227.1103125
2837,330260.707421875
3498,208824.98953125
10876,160422.454765625
1285,224638.889140625
9285,247626.74875
4015,336776.8609375
2526,218367.015
7814,189659.005859375
7117,313058.1084375
12359,127315.84234375
3303,249498.24671875
13874,185284.1667578125
5484,208359.051015625
15067,157143.43671875
12639,226853.93671875
3388,226268.1044140625
4256,205627.890078125
15738,171619.76953125
14049,159357.291171875
15780,181105.246875
9564,174164.353359375
11910,216397.345625
11315,230931.95640625
1733,150507.16640625
3910,356325.76265625
7552,548376.14875
254,217553.948828125
5222,227351.5159375
8314,237259.6103125
16743,258888.979140625
10335,96742.621328125
8226,272764.9034375
12254,215645.94046875
13152,211775.11390625
15020,189728.57953125
16349,211794.651875
11924,165919.724453125
12543,189477.42984375
14114,210098.086171875
12318,252733.0296875
15383,164882.3896875
6679,195463.89984375
635,198449.279375
15993,249513.253203125
11375,205883.804609375
11216,182019.609375
15401,221930.86234375
11301,146897.316796875
13804,272158.213359375
10839,189117.892578125
1588,332580.51890625
3596,196939.47578125
5816,176438.016640625
8099,144789.11421875
6551,197948.20671875
14075,483675.76484375
13431,213097.23859375
9481,323857.540390625
5295,148617.900390625
15859,341907.27953125
10634,356807.38078125
444,236158.50703125
11686,268528.277578125
1213,215058.03921875
13970,134517.821171875
6849,357022.748046875
9911,257743.70078125
5649,168248.392421875
7184,218023.09234375
5877,281415.04390625
1655,373797.931171875
15301,202542.018828125
12389,257870.445
5241,282684.062578125
7048,160857.614609375
10574,132232.88546875
8593,157331.3503125
4752,181478.64859375
14663,183948.0465625
10994,199637.6409375
87,75613.8458984375
5132,116296.104140625
6372,506388.73
7411,336273.898046875
3319,269972.134921875
9355,130633.500859375
5139,260278.159375
56,284997.0359375
3249,181207.9234375
5047,78391.69015625
13238,371388.43796875
2190,243976.176171875
15599,179670.691875
6542,177077.7934375
1968,192511.67953125
5630,171319.729296875
9157,201698.14
789,188712.1190625
1413,261937.7140625
12514,238993.29953125
13459,142603.491875
1345,232490.479921875
4034,213383.86890625
15169,149863.9559375
6770,241099.2203125
3334,174683.832421875
12998,162451.741875
15870,245698.99421875
1871,178194.85828125
5770,151687.5584375
13196,103744.201796875
7633,204541.988515625
10699,220147.849921875
15470,187342.35703125
1903,392185.71140625
13860,237310.555625
7649,116914.473828125
11043,144553.586484375
2922,231846.1915625
7538,463150.47609375
9477,111225.65234375
117,532908.5328125
1457,242230.996328125
7082,153310.49046875
3053,262289.810625
12522,106610.7571875
5744,421372.21515625
13566,385824.212578125
1464,136188.502890625
3852,117263.707578125
9557,220269.033203125
14719,424618.366015625
13978,138034.2853125
3286,150256.2784375
13019,313722.228671875
1421,138517.942421875
13502,178064.0146875
14811,130783.8478125
9297,264407.149765625
7749,465941.053046875
16555,136649.248359375
14576,183329.48046875
12766,138688.885234375
4679,129977.93140625
10033,183192.95921875
11231,307652.5515625
15112,154151.791171875
10617,181612.08671875
2175,169992.352578125
16502,507161.41890625
10106,196359.6059375
12561,154444.96578125
15907,321569.438359375
8069,119327.904140625
8316,134452.148046875
12343,244153.403359375
12092,185216.41671875
1527,166884.0496875
10010,200298.76390625
655,109730.68296875
10549,161358.919921875
3248,108443.31
13499,318453.0546875
14959,209909.4178125
6070,157595.8640625
11360,273608.08765625
12102,203224.2840625
11870,247048.763203125
3713,96304.543671875
3230,151932.97359375
7742,224263.647734375
15092,328677.373125
8728,319455.80890625
3386,143705.00265625
9409,148025.89859375
16545,252320.8778125
3127,161902.609296875
11344,162646.517890625
2112,213017.82796875
7310,214211.204453125
6313,232326.313984375
3681,377865.87296875
5114,244630.511875
270,155111.555234375
14350,180978.69796875
12223,370483.353125
1066,191825.794296875
16116,295358.563671875
11410,537966.0090625
4088,139842.58296875
5956,195603.635078125
14669,145639.850234375
13871,137978.012734375
4126,252585.19578125
12114,193720.32875
16607,167655.1215625
4266,215042.03984375
13518,171059.183515625
11856,264767.868359375
3885,246252.91015625
8891,172124.78546875
4964,187027.230078125
7696,142499.612265625
6894,115945.540625
9766,173651.057265625
4800,153029.981796875
2840,194659.99234375
4743,180408.223046875
13562,484249.469375
8301,196460.42296875
5405,176883.27125
1535,165569.195390625
9073,129719.358359375
1698,342274.682890625
12262,228864.48203125
6794,186581.82296875
12701,198041.959140625
8432,179271.800625
13540,136194.155
8629,147796.135
1440,180906.645859375
8596,202076.05828125
9575,258355.7903125
14976,101826.57703125
3149,212827.641640625
5157,153744.499140625
10748,179866.53578125
9719,358869.604765625
6376,197608.59359375
9733,181388.1359375
4749,208495.52984375
4994,430355.0009375
538,196428.515546875
5512,118922.895
9778,131892.2921875
9761,144329.79734375
3174,395800.54953125
13429,186744.07203125
10467,71785.1155859375
14129,207434.66796875
13608,190120.0959375
11106,140044.3778125
12048,176161.9278125
1054,340171.6190625
3582,131798.94828125
1566,152583.639609375
11529,143062.4290625
11859,146699.759609375
10582,152289.936015625
14907,466636.714609375
14039,174091.32578125
10489,184076.154609375
3331,327685.81140625
10153,244838.57125
5271,171756.232421875
11871,397619.9225
776,122542.3365625
3994,131314.0315625
9433,68437.50953125
14275,145695.74125
8030,225619.0353515625
8169,261805.97515625
8053,185302.263828125
4822,226865.4978125
13197,214079.6088671875
13634,265182.252109375
8951,186396.8928125
12176,296471.85078125
15471,146445.896484375
14962,162988.07359375
12512,131211.269453125
8697,533781.0784375
7095,229372.631171875
13639,190322.196875
16660,160505.91703125
5848,148877.450390625
5386,168818.053046875
10880,306411.568515625
3954,186358.573125
13426,236132.8696875
5966,213115.03796875
16315,303459.156328125
7455,182859.459453125
11071,231765.394140625
14740,223437.33640625
16087,175378.8153125
8931,250136.7203125
15289,171734.728828125
16089,271597.072890625
12128,182068.12078125
4724,211967.026875
8585,203388.730546875
7188,251095.7203125
5423,153128.5834375
10488,188016.25265625
5980,215447.57515625
8376,234716.1203125
12397,139229.190859375
16496,175666.59046875
4891,230403.8564453125
9710,132486.65546875
6339,172627.32453125
244,232735.1271875
5002,237258.29921875
5358,177735.88828125
7636,149290.34265625
9361,310290.699296875
3601,120823.231328125
15755,151668.371015625
172,187908.42515625
3037,331031.73796875
577,248157.610078125
3607,191477.425234375
2515,112639.756328125
10413,148948.161640625
10511,243664.78484375
4637,445616.55390625
12736,279659.34171875
9534,250308.79109375
11641,182099.614765625
10419,249528.771875
15313,120114.355546875
14915,186908.554921875
12409,356623.150625
9405,131626.937890625
14066,210804.675546875
14108,201367.615
11931,230721.65390625
11464,287429.88078125
926,151126.17921875
11190,221216.654375
10260,180926.368125
12712,187007.9666796875
1234,222723.5940625
11608,96728.197890625
3776,249579.3896875
4881,219189.6378125
10266,210472.3903125
3262,248589.14859375
3576,358895.88125
16604,531761.5034375
8041,118225.616953125
10691,246828.1290625
8357,187268.7671875
11661,151760.9725
4453,232578.89546875
15936,218742.1453125
8463,242947.389921875
15770,210496.7884375
466,182704.85375
14965,90107.0639453125
11227,168122.96953125
9894,234865.821953125
11746,189382.348203125
4118,154104.666875
756,317236.7915625
15589,208747.06765625
109,379629.4603125
5778,180052.423046875
1731,86049.645390625
3450,138260.850859375
2961,180383.928984375
222,173994.25390625
11454,407388.475859375
7339,186639.37703125
12096,96022.273984375
14074,178391.9153125
4058,346181.471875
6603,250939.856328125
3289,128695.396015625
16681,279308.7575
8200,297048.83109375
3343,264797.58671875
7802,185153.30125
2082,341872.841875
217,254517.92484375
1720,183538.18625
7224,229631.442734375
6176,141326.521171875
12571,251518.4840625
16666,323246.44234375
8908,190154.536484375
6914,150053.121875
5428,196531.230625
381,183841.51234375
3991,196279.930625
16365,264195.7659375
1046,188990.734765625
391,146819.56140625
9212,317013.176328125
3022,192995.3296875
9961,109921.9959375
6764,356227.68703125
7720,176539.33625
4809,234211.24359375
8877,310427.110234375
7817,186658.2871875
10614,105332.72046875
5553,236588.94015625
16488,130662.224140625
11002,161223.927265625
13592,280944.082734375
15050,234643.09296875
13553,278225.48640625
9041,266513.43734375
5461,499990.67
16274,454334.320859375
2138,107248.24390625
6245,161157.952265625
8245,181114.781875
6491,213779.13828125
13218,193706.05421875
13101,104668.69484375
10462,145467.55828125
4079,183329.980546875
1506,551130.94328125
14107,132377.994765625
12215,288295.512109375
11576,320867.726953125
10567,214258.55875
12713,214393.06078125
1468,495576.3503125
2549,263160.858046875
4172,241507.062421875
12380,238452.963671875
3513,109604.851171875
8165,251679.70140625
1127,219489.7940625
14601,427011.947421875
15526,327108.48375
986,283935.014921875
14968,203692.23703125
9348,243602.809765625
6317,287588.23875
7497,88562.0678125
5079,315359.3903125
528,176050.694609375
10964,143063.141953125
5812,303896.664765625
11022,171691.537890625
16251,142747.551640625
5863,115235.0840625
8664,217113.048125
5396,192378.204609375
6917,247528.498203125
12776,125193.143046875
473,257158.564375
13333,224465.70296875
13023,194379.96390625
7357,206827.41078125
10955,446113.29375
11914,332720.385859375
12535,157737.2934375
11205,164416.876171875
13209,198184.493125
16119,375508.1590625
2174,294361.6359375
4834,192324.917890625
10151,193282.6925
5584,199438.3891015625
6672,210358.3584375
12858,243503.333984375
5106,150704.11015625
8884,178832.74484375
13766,163060.872890625
12556,128647.284921875
12910,232395.52015625
6258,126083.651796875
7100,239014.406875
1793,161856.719140625
3335,192847.54765625
12835,184518.1784375
10591,156823.280625
15707,305536.08
16389,155063.728515625
7440,382267.11203125
6293,177509.258125
3937,193835.38484375
16527,217731.17234375
5102,261652.4328125
10734,319816.459765625
7986,159250.566875
6495,92415.3721875
9571,255342.79015625
5131,215070.319765625
10761,342080.20390625
143,395615.050234375
13829,164403.334609375
13662,240127.919375
1771,154347.26625
5448,191565.0665625
8594,163479.130390625
12038,248535.826875
16471,164745.32953125
16764,146817.172265625
1282,162338.611796875
15101,268519.80109375
9473,140830.98875
2324,326654.3096875
14448,219325.229375
6000,69941.10328125
2077,142029.18109375
12960,223656.5369140625
15837,198793.746015625
8805,248750.37078125
9987,234679.554453125
1580,331408.8259375
11089,121828.148984375
10926,229779.025703125
12773,419414.8890625
6490,294821.910078125
10858,123525.666171875
2831,119543.85015625
16326,151566.79671875
371,195367.188046875
8852,188168.79890625
6713,296280.798671875
4230,202457.54671875
3639,217437.88015625
3642,190316.16625
5149,213738.66390625
2861,182085.068359375
13300,88968.2691796875
2807,318033.168359375
5919,101272.646875
12716,518505.30734375
4271,216191.7765625
16055,247719.6396875
3747,221445.84703125
5857,285058.24421875
6884,291185.8484375
16027,245898.993046875
3512,341878.69640625
5181,180024.58109375
16732,258128.8152734375
1908,177049.596875
12082,166976.72875
7286,138541.816484375
8216,137128.0353125
6929,274051.957421875
3950,336512.12359375
12479,186672.9559375
877,127101.5928125
1366,186200.7240625
384,135403.84640625
5767,201916.017578125
6910,159741.30265625
187,197772.692734375
10164,339741.8321875
8603,223647.276953125
15834,202125.38375
3078,133031.59671875
3479,242328.774375
6671,241526.844609375
6078,169225.158125
16271,107609.03390625
16191,169844.137421875
11544,190257.84859375
7781,190612.39671875
14918,288742.793125
6238,163349.880625
12989,213473.65796875
11907,197926.364921875
9696,146209.182109375
14084,392814.88484375
3895,155688.396796875
4367,200896.55484375
8453,68801.38890625
7638,338313.83109375
8373,247434.678984375
4674,217037.336015625
15787,136689.386875
5903,262405.8253125
13679,208769.9928125
9018,484532.6340625
15823,230857.196015625
13289,152215.84109375
9896,207039.516875
14436,197071.143203125
5547,234728.46046875
4048,397864.67078125
16579,218028.697421875
8550,210122.668046875
9385,299742.12140625
5242,169942.27046875
31,194998.291796875
6144,273944.689296875
3990,191035.81125
2523,85919.9078515625
12608,284107.22328125
7234,173484.53734375
15264,209473.47359375
9623,218853.40796875
3161,329159.501015625
7425,98245.640390625
13021,286379.202578125
4044,155901.53171875
15411,250234.86671875
979,335638.188203125
5514,247701.05078125
4817,168160.65453125
2115,189583.5321875
10571,283747.57578125
8992,230968.060703125
15546,177628.7378125
11359,124127.811875
11972,172336.85625
12838,160328.81125
5948,129699.555546875
422,318601.55234375
4855,149261.379765625
16197,108114.003671875
8926,440748.5871875
5703,179019.49796875
8848,196707.113359375
7039,304907.4603125
3806,175320.980625
15154,241091.881171875
13132,174862.37328125
7438,204092.201875
4398,209411.946796875
2440,173081.749375
3751,137349.9025
1476,186007.8228125
2264,309242.00421875
16444,171669.148828125
10704,139792.056328125
4033,148665.95625
4508,112670.651640625
16290,235298.191875
10387,214444.05234375
5457,154698.69484375
4910,282726.1959375
7451,188548.601171875
10732,172187.02875
8015,107228.468046875
6148,188365.968359375
5892,247844.13578125
7825,224285.74234375
6851,215463.46921875
6633,228064.388125
2139,286287.780625
10213,278051.666484375
2830,228904.9
13907,141295.888046875
15897,337731.50171875
8311,185315.031640625
14230,177196.050625
3878,194175.4265625
13732,177821.024140625
12110,173829.905625
10675,354521.939609375
12946,132124.32078125
16754,219871.96078125
4394,298065.822578125
16728,170432.855390625
14378,340210.1071875
9949,163958.59890625
994,174686.058125
13258,143331.0171875
5883,321777.862734375
6933,379038.257421875
13193,217389.23640625
13286,153397.65734375
13407,365464.1109375
7512,116756.585390625
7221,188776.835078125
14428,134255.933125
1740,193953.76609375
3,144793.08375
12952,228607.740546875
11537,140813.236796875
2558,124363.34671875
14081,250041.636875
3517,240570.2009375
7149,234695.347734375
15777,118687.603984375
8995,257929.976875
826,293741.445390625
509,221288.748125
14875,370440.98
6591,152563.861640625
11283,109322.499453125
9897,243998.872109375
14902,194966.12578125
14291,216723.66828125
3162,234994.13578125
4206,190387.62484375
11580,197864.8884375
2007,215275.47921875
14939,228503.66234375
13572,190382.302421875
10720,177705.28109375
4253,294492.714453125
10857,118252.0425
6254,166989.9253125
14681,188080.76546875
8080,125916.396796875
8006,167483.419375
13135,131126.025390625
4527,259898.01109375
12688,200154.63078125
15920,116624.20671875
16786,128245.04984375
16637,171739.74640625
949,139826.923671875
10696,264003.145078125
605,241318.630859375
10819,208898.64515625
9490,161651.294765625
1813,201322.9861328125
15958,326176.53390625
10873,382648.42828125
14381,188660.2047265625
5745,138131.3478125
286,302207.802578125
14799,292489.0375
437,159059.830234375
12172,77720.430546875
8534,103208.302109375
14463,468355.4571875
13672,170034.0778125
6720,201315.03703125
16057,214057.330625
2659,484628.85953125
11649,158587.240703125
4478,123905.1328125
555,304812.8171875
4819,286670.1340625
15188,374314.545859375
16115,197056.5025
11427,105118.89140625
15483,162078.13609375
829,153549.064453125
13576,255359.31453125
13810,197060.630625
1052,150467.741953125
10673,156998.62578125
8525,363554.708203125
13154,254979.585859375
13856,150283.672890625
5125,226897.93
5551,233883.62546875
14262,206086.626484375
8872,138795.95515625
10341,224084.674375
7231,159962.53671875
10950,225851.047890625
4031,141161.510078125
13852,129643.700390625
5886,246996.644765625
859,447984.384453125
9436,186075.057265625
13638,308053.380625
15337,182502.550546875
5506,252539.62453125
13550,110039.155078125
12630,153746.811015625
6466,128868.70046875
3282,136913.393828125
4474,153068.753046875
138,238768.41265625
15490,181547.26421875
11584,246751.75515625
13309,146746.32546875
8860,335703.62734375
14037,197800.390390625
1329,230632.389375
2198,576848.61203125
1210,349616.501953125
10076,196543.64734375
6692,324445.72625
6074,100519.22765625
13921,180440.870625
1646,379580.202421875
11676,224906.3675
683,111890.6278125
4839,127441.518984375
12392,153345.373515625
5206,203493.752421875
9104,312340.6178125
15554,187133.930703125
1590,193181.35453125
7894,326945.873984375
9286,156986.872109375
15364,322274.59203125
8260,250856.502109375
5746,117717.194375
3357,345871.74015625
4755,179240.57234375
5896,123078.900234375
16520,202191.158125
8880,217908.06
9321,242755.835390625
16463,158227.97390625
4861,168683.865
5687,274956.10953125
2785,338980.004453125
5571,244348.892109375
11070,523739.08859375
11577,214465.416171875
3993,161523.77828125
10908,214401.53171875
3696,191316.05609375
1755,126125.98515625
4053,196613.2928125
11954,268283.468046875
15294,177025.681875
12452,191535.70484375
2202,145638.1709375
13564,233458.004375
5134,278240.4621875
7447,125945.686953125
5929,133642.413671875
16714,191891.053046875
13005,301657.019609375
11740,240143.0909375
3535,173196.067109375
11837,233717.76078125
7382,167643.25171875
16709,232910.53984375
5908,232440.19296875
16333,134587.2990625
14776,233724.46015625
831,186222.6078125
5944,193095.41078125
1764,327698.54984375
5782,150749.2465625
7091,283176.351328125
7871,188507.44390625
10449,172018.623828125
15137,115099.93796875
2181,274824.954140625
8667,332542.548828125
4207,232577.051328125
3528,197758.539375
5611,126844.40625
5894,205005.071953125
14255,160466.856953125
16064,98428.311171875
